index,engine,alpha,v,sum2,sum3,expect2,expect3,stdev2,stdev3,state_uav
0,30.0,0.0,0.0,294854.46274682344,330372.82330272807,8109.226126338898,8715.594114083751,1.2134603102565018,1.2565612492426637,1.0
1,30.0,0.0,10.0,674612.6555706385,652674.2036918561,5499.860482783282,5828.730611769532,3.6975298859786276,3.5643463378621014,1.0
2,30.0,0.0,12.0,805187.3469069704,828840.5508440746,5178.732168968432,5232.820807618182,4.046383843098106,4.148844415167319,1.0
3,30.0,0.0,15.0,1147337.1588974844,1237681.013468962,4755.761236716983,4762.840665733114,5.502324756456233,5.997731294246653,1.0
4,30.0,0.0,16.0,1306401.9930767384,1402425.0115949523,4675.239475469854,4730.44377345829,6.307008468122247,6.821481318947998,1.0
5,30.0,0.0,18.0,1691018.605138074,1787300.406985794,4899.9037221003055,4929.868015298971,7.738212224000391,8.36092791064096,1.0
6,30.0,0.0,7.0,498614.86569816445,523023.68269507564,6807.974479196384,6909.780710619587,2.3575675046112585,2.4612224063881345,1.0
7,30.0,10.0,10.0,683293.0699130879,734250.7043012441,5347.072824835859,5267.734120945859,3.43793285169821,3.8451903013788566,1.0
8,30.0,10.0,12.0,861493.7597500529,955069.7776501158,4877.465614684676,4680.537592174491,4.460246039350607,5.2995147501514035,1.0
9,30.0,10.0,15.0,1300916.2653454281,1396658.3389366523,4290.920847177973,4279.0660156230515,7.053223256008495,7.760922111937077,1.0
10,30.0,10.0,16.0,1452017.8357587224,1523194.8659577928,4389.154201546098,4334.944437173552,7.6419198165162365,8.35737541424863,1.0
11,30.0,10.0,7.0,467828.9303345265,538584.3012770906,7068.25844873272,6559.2217999537625,1.9363564919827099,2.5051379497673665,1.0
12,30.0,15.0,10.0,705613.5175853835,719138.4041930224,4532.869570240994,4852.25971042179,4.297033943182879,4.432306688086342,1.0
13,30.0,15.0,12.0,851683.6773982388,889852.6394570677,4091.0354878381145,4325.897654731272,5.14298040549567,5.501700636695638,1.0
14,30.0,15.0,15.0,1239432.8051362787,1384201.4153867476,3853.4794474321166,3903.3379893313336,7.458889969779971,8.565420521641704,1.0
15,30.0,15.0,7.0,446984.6226490629,524659.4091791712,6054.216117406475,6128.428790411453,2.4406596656107453,2.875342737035849,1.0
16,30.0,20.0,10.0,751557.9350518192,636120.3874625727,4221.852244194849,5186.5498368775325,5.105281293513608,4.29922765917697,1.0
17,30.0,20.0,12.0,931086.722115235,834295.4738322616,3965.474883197078,4403.610273060202,6.255113700432393,5.89854071347989,1.0
18,30.0,20.0,12.0,927524.5176689604,835949.4289064654,4079.989036446187,4578.780201411204,6.1586956220823,5.797318910276868,0.0
19,30.0,20.0,14.0,1066397.4036801253,1042467.9957419665,3805.4732749232967,3951.0447337522087,7.058120188066377,7.340517216980694,1.0
20,30.0,20.0,7.0,524213.2837248067,522713.61158436665,5596.777665983886,6293.693184117547,3.2994340673711386,3.108269359171257,1.0
21,30.0,30.0,10.0,831614.1246084145,1314860.8119292462,3661.0781898379487,3679.8744042173466,7.518080851849121,9.63300253582769,1.0
22,30.0,30.0,12.0,916665.5459590078,1644891.9484241377,3409.725954083268,3820.1368446809242,8.320190282341397,11.276938720248506,1.0
23,30.0,30.0,14.0,1014668.3071390655,1921678.9513949219,3404.9343640967118,4084.564036407329,8.749623790875244,12.503753966120158,1.0
24,30.0,30.0,7.0,573522.4137018088,886049.9673865534,4429.600081089731,4083.451902446834,5.128171146064208,6.786130652643155,1.0
25,30.0,45.0,10.0,1242606.4073680711,2411431.6987103634,3219.292401326873,4563.8609325506395,9.964809445743601,14.541458302452599,1.0
26,30.0,45.0,12.0,867403.0891525181,1591745.6674258672,3566.4275400612573,4170.820616133122,6.922562833801012,9.646616012024372,1.0
27,30.0,45.0,13.5,761163.1356517449,1489818.9826263953,3517.169382606043,4371.942089928973,6.676470066497394,8.638296632459781,1.0
28,30.0,45.0,7.0,876586.698455064,1458260.5279960972,3247.470629705048,3589.977676721016,7.960328092139686,10.378928810469557,1.0
29,30.0,5.0,10.0,656860.2954283631,721602.4422142918,5621.4026358463825,5332.026211934716,3.4829333745053392,3.8797462362148982,1.0
30,30.0,5.0,12.0,874962.9056276717,904079.5258058682,5199.563195121997,5031.7747028826825,4.126267217247403,4.409130787069281,1.0
31,30.0,5.0,15.0,1240189.4611769551,1281590.0593305388,4830.095665358579,4740.53385188159,5.906588251149844,6.268906741088246,1.0
32,30.0,5.0,16.0,1500071.7959180553,1539552.837542749,4746.5269812678,4716.4109168076175,7.259413253723842,7.498771065034353,1.0
33,30.0,5.0,7.0,515045.05683241365,538365.4977656169,6915.5575158128895,6697.007069473391,2.2516442319557743,2.4862429025480393,1.0
34,30.0,60.0,10.0,433745.99327865377,487739.5015640636,6072.05963212381,6754.654330361669,3.5348898476143553,3.4315310466128754,1.0
35,30.0,60.0,12.0,440010.65973797085,527767.3448519761,6146.8572974347835,6424.633552667686,3.836953014585514,4.025019946733888,1.0
36,30.0,60.0,7.0,403140.98641469877,451292.7594847757,6770.015525779916,7494.308633278416,2.7019777764567134,2.6209194362142916,1.0
37,30.0,75.0,10.0,434017.3076858458,510813.98296613665,5801.599436013827,6450.29466099137,3.7427474566673102,4.0127806383404465,1.0
38,30.0,75.0,7.0,357456.99545504036,427578.6501824344,6812.839693574957,7499.3608353876225,2.4837502031695675,2.642199245920156,1.0
39,30.0,90.0,10.0,524836.5742620453,567851.7058301754,5484.323211280612,6537.491529873024,4.142885647312825,4.04050976489724,1.0
40,30.0,90.0,5.0,399341.3193761668,452191.2592934544,6388.433954377211,7424.474525024827,2.7391460302749517,2.6150793243041837,1.0
41,30.0,90.0,7.0,393253.6976176834,454849.0768825452,6441.241023276098,7483.374084792824,2.743137005775065,2.7991711853115557,1.0
42,40.0,0.0,0.0,299621.4450058766,336282.0964220924,8071.195109090191,8722.394244683073,1.1802939184637884,1.204074449368191,1.0
43,50.0,0.0,0.0,370478.56623847614,403853.3640535188,6945.203546266863,7568.2995883202075,2.418456258556933,2.442801483714825,1.0
44,60.0,0.0,0.0,300397.58142353944,334337.70303817873,8453.166342946473,9090.481651407523,1.1884830525887042,1.16129342161019,1.0
45,0.0,0.0,0.0,343871.84639011923,295935.3003184974,8030.507657180261,7814.665908429957,1.992580460268458,1.9683053074048116,0.0
46,0.0,0.0,10.0,588062.5517319406,586329.2164273707,5299.725553470701,4554.167595653129,2.9696340073606144,3.402826028799455,0.0
47,0.0,0.0,12.0,697053.2229854277,715538.0786825494,4854.922444199837,4145.906625329078,3.5801423424169325,4.136283185299456,0.0
48,0.0,0.0,15.0,1085768.6901009204,1205035.156215657,4367.25705081924,3954.913029254454,5.3871261569355315,6.752183093131874,0.0
49,0.0,0.0,7.0,354792.81934711593,385119.6419308152,7640.079530184865,5996.38936152221,1.3646439884371766,1.988636517263835,0.0
50,0.0,10.0,10.0,564161.8243454574,569924.9582655596,5213.570149990946,4392.2043096010575,2.940768506113775,3.5022944697178082,0.0
51,0.0,10.0,12.0,830931.2963090206,818548.1742954218,4284.187003380052,3714.418685712556,4.606518977636203,5.364683570950484,0.0
52,0.0,10.0,15.0,1248319.3729247253,1361343.4229739888,4119.781949182843,3580.5359548443107,6.840419784690413,8.754857929812049,0.0
53,0.0,10.0,7.0,426207.18452963256,444934.29454092745,6560.917271260422,5376.605984418801,1.9346169274005816,2.64499679557192,0.0
54,0.0,15.0,10.0,690270.3617018055,637570.7821616635,4632.2778706080735,4138.695364721879,4.217128440846272,4.458638411661253,0.0
55,0.0,15.0,12.0,935899.9210618093,855963.5142910266,4061.9062844888454,3592.085061172064,5.71541130628511,6.089620846486895,0.0
56,0.0,15.0,15.0,1341536.820706408,1229354.7332089045,3957.6022486572324,3480.8468787459706,7.948396177475065,8.431953671191431,0.0
57,0.0,15.0,7.0,480490.90324996825,470373.17456161353,5974.4718015212975,5195.616376418905,2.7443241660869426,3.110951171091953,0.0
58,0.0,20.0,10.0,928395.8333587775,607312.6928511582,3884.4316612728694,4229.321619001084,7.2836681301613275,4.969236323808565,0.0
59,0.0,20.0,12.0,1110011.898678773,697614.8616254256,3556.6529861677254,3679.4251063275356,8.335977230270572,5.78118257961813,0.0
60,0.0,20.0,7.0,702619.8866464687,480391.19505140046,4562.516180781034,5031.249718587193,6.077899742934516,4.083389735966985,0.0
61,0.0,30.0,10.0,1030044.8565468629,924717.1964452015,3595.012328760219,3229.345464770005,8.909274758544203,8.034346398792044,0.0
62,0.0,30.0,12.0,1072955.2455049613,1152731.2221709893,3565.440013001243,3135.004247825377,9.39096425397252,9.638714521148843,0.0
63,0.0,30.0,7.0,757072.2450922725,699910.7695321862,4223.231024252557,3793.267800235706,6.432008399562308,5.82375257357261,0.0
64,0.0,45.0,10.0,380107.78990757826,287933.147252362,7298.632964231635,7213.195675810711,2.9195842383333743,2.0265987399613294,0.0
65,0.0,45.0,7.0,331318.38268425036,254249.29597256714,8684.995635858359,8609.100677438686,1.289180685895397,1.0953244882924167,0.0
66,0.0,5.0,10.0,541301.9614611409,594267.5490173968,5633.567808161069,4502.593992189474,2.6476694561969394,3.4846219082414356,0.0
67,0.0,5.0,12.0,697009.0008115551,809208.6169212862,4769.0596582017615,3883.2619134268703,3.595100372528127,4.929249370790519,0.0
68,0.0,5.0,15.0,1283485.2797194151,1257613.371288125,4259.312929108686,3794.9567782856984,6.66108534902814,7.424654326075328,0.0
69,0.0,5.0,7.0,401579.6819744606,402686.0059153692,6985.639685740511,5785.950287586866,1.6580527354698313,2.179780258805533,0.0
70,0.0,60.0,10.0,628018.838013543,364837.1129326715,4318.218826416152,4623.776512616226,5.39608317097364,3.923614477288227,0.0
71,0.0,60.0,10.0,648124.4667155127,395239.58868408436,4454.692015118032,5097.533257915549,5.438311291866347,3.860294634556621,0.0
72,0.0,60.0,10.0,264773.49011548166,351244.9375925552,6711.336564028707,7343.146533362393,2.8593729047855287,2.7838949709345044,1.0
73,0.0,60.0,7.0,355874.3519705552,268780.2373904732,6927.630261591999,6713.897437921983,2.811596698006711,2.7095943912756657,0.0
74,0.0,60.0,7.0,359932.739916831,247134.3301617626,7111.8440782054395,7210.721089929114,2.0312480125215293,1.6080392936919594,0.0
75,0.0,60.0,7.0,238486.88053985458,319984.41385581775,7486.796458438914,8030.914849151176,2.0951522695076084,2.031590311768378,1.0
76,0.0,75.0,10.0,429005.369153577,332958.4555667304,5824.160531123804,5571.079051673178,3.8332327495255893,3.333200509922011,0.0
77,0.0,75.0,10.0,288178.5597931207,373567.4024203127,4805.02541693738,6266.676758205042,3.5446812596851145,3.5812839026509824,1.0
78,0.0,75.0,7.0,347023.93491154804,262920.8111373773,6822.909298668844,6536.223939976214,2.9331989712428466,2.6772706062795324,0.0
79,0.0,75.0,7.0,212921.70272792003,314556.4643240131,6244.00577066354,7329.565518575145,2.463020668145552,2.5007249523360473,1.0
80,0.0,90.0,10.0,371460.09957968316,410931.66029266594,4645.983116871025,6053.994765273287,4.0720467708132055,3.6779438378479643,1.0
81,0.0,90.0,5.0,269750.94860335987,354484.4589598796,5783.833221156261,6769.924128345706,2.3707608856806743,2.404051671144891,1.0
82,0.0,90.0,7.0,381485.3333213723,307180.81435577926,6508.212294885921,6040.343272030405,2.7196547623933194,2.5216944635259675,0.0
83,0.0,90.0,7.0,227772.56045717097,310207.12204427004,5507.563476728771,7086.500407610721,2.9499373581632633,2.8848889214604054,1.0
84,-1.0,0.0,0.0,373966.95810775226,296925.17691340984,8830.914524116904,8693.764994166464,1.2014986639200116,1.0883140812979253,0.0
85,-1.0,0.0,10.0,601227.3879834281,597244.0253845553,5906.038582306361,4968.373745241391,2.6874494160719444,3.1921938458136667,0.0
86,-1.0,0.0,12.0,793841.1030774645,706745.1130621374,5050.955736431564,4576.380800731933,3.8343379588903868,3.819033038169459,0.0
87,-1.0,0.0,15.0,1096181.645490742,1178980.6201616297,4624.615079821592,4129.242456409624,5.278696920985305,6.486871622094125,0.0
88,-1.0,0.0,18.0,1713651.364022542,1920351.7720509868,4591.346989145712,4325.522878613146,8.391651729711358,10.271495684862062,0.0
89,-1.0,0.0,19.5,2048903.1415842532,2235106.1021504174,4762.806517958957,4509.59972981715,9.897495703526022,11.733948835373502,0.0
90,-1.0,0.0,7.0,396678.7995868126,404951.6963917733,8286.357049374825,6566.550563355969,1.254904184098417,1.833569755092931,0.0
91,-1.0,10.0,10.0,705406.1844026268,659692.6693175456,5044.25662060827,4533.612221039692,3.8474426709649023,4.095728871175799,0.0
92,-1.0,10.0,12.0,873933.42171746,876410.975979231,4579.619153451967,4002.5954239471134,4.771633942007251,5.499533315055183,0.0
93,-1.0,10.0,15.0,1317342.329463764,1340187.227650558,4201.169357191928,3704.7084102798144,7.2627475450514485,8.440013873951246,0.0
94,-1.0,10.0,16.0,1543612.0499619967,1555990.7815239846,4232.238397716626,3746.355987388668,8.443074941953201,9.657776210155122,0.0
95,-1.0,10.0,7.0,450866.4714218344,457663.61418420245,7014.722741398301,5906.932265455287,1.8865956204771233,2.4460952314427113,0.0
96,-1.0,15.0,10.0,739422.1243272729,690299.569518225,4778.536601360413,4297.093912086796,4.474350459350092,4.6879987583963105,0.0
97,-1.0,15.0,12.0,1016547.4651418232,870362.2400244346,4165.405258728731,3863.2054907667803,6.297593833542511,6.108063063243588,0.0
98,-1.0,15.0,15.0,1330198.631734323,1274775.0036582758,3915.5481199140363,3397.142032621406,8.083969852872547,8.915333104955957,0.0
99,-1.0,15.0,7.0,496530.1046174141,474907.18672523665,6529.1812895832245,5713.968417500626,2.5259507668157903,2.8941188275451073,0.0
100,-1.0,20.0,10.0,829242.773321114,611269.4506406164,4364.8870350476045,4478.125941766791,5.7837025458941,4.72356331208432,0.0
101,-1.0,20.0,12.0,967315.2761804389,769938.6340515942,4060.3769386716417,3853.280249131903,6.557854225804001,6.102219649611116,0.0
102,-1.0,20.0,14.0,1157781.3252486177,1030787.8991017202,3873.6667473059506,3457.122490162738,7.791046930087972,7.966408521676926,0.0
103,-1.0,20.0,7.0,580000.5293825129,507503.47922197584,5815.866292584613,5496.697773692897,3.9103924060557698,3.760180987599653,0.0
104,-1.0,30.0,10.0,852481.3827621547,1285283.0245838575,4354.177089652964,3503.027528599752,7.282471067668684,9.830559281217761,0.0
105,-1.0,30.0,12.0,925614.0881731448,1466914.288744855,4126.545309761366,3525.796338129721,8.129032920499776,10.910336000491986,0.0
106,-1.0,30.0,13.5,951745.134039487,1565722.3069109502,3809.037834594303,3532.488328640675,8.502048197710465,11.568061025860032,0.0
107,-1.0,30.0,7.0,692005.8663851022,747873.6745027679,4941.6988351274795,3980.2716496388825,5.55167205315741,6.25928761431608,0.0
108,-1.0,45.0,10.0,436165.88639462146,355069.34469436866,7160.593202047159,6876.302745600944,3.1367402917266247,2.5531984411287496,0.0
109,-1.0,45.0,12.0,479944.9326963773,402307.0187967523,6168.006274404947,5694.234005281836,4.193413357054625,3.8579463017079734,0.0
110,-1.0,45.0,13.5,576981.571591682,523511.117636457,5333.130436409649,4591.1757573792065,4.979458092926507,4.819270532723539,0.0
111,-1.0,45.0,7.0,427343.2047026005,355745.5031711224,7630.900509208578,7243.490502168439,2.087770396105091,1.9877183265638647,0.0
112,-1.0,5.0,10.0,590607.829836322,546675.3534444628,5746.336606221458,5234.614717955348,2.7416568773667285,2.8517619466158486,0.0
113,-1.0,5.0,12.0,826390.856930439,846686.8927580672,4770.171595464054,4200.544802896305,4.212691663408536,4.910627096085254,0.0
114,-1.0,5.0,15.0,1224323.1862872802,1281565.486645448,4372.036300285804,3951.0713545188414,6.309579419861583,7.370102200357979,0.0
115,-1.0,5.0,16.0,1466268.0178556745,1495976.8276829964,4371.195326037617,3991.0040114571975,7.552585912509588,8.56689913077103,0.0
116,-1.0,5.0,7.0,455760.337436369,441297.13541556837,7013.025137264243,6145.484852675478,1.87207778246577,2.213187852157563,0.0
117,-1.0,60.0,10.0,678409.4699489159,396148.1219019151,4728.210286025165,5909.2017780548,5.5863451313171435,3.654107959205893,0.0
118,-1.0,60.0,10.0,515817.543590951,401382.1494244057,6342.665166616116,5752.301825732272,3.757771579396887,3.567330583021134,1.0
119,-1.0,60.0,12.0,887725.6130730725,493059.61522448703,4289.5006547596695,4599.199482838199,7.074527065430076,4.84551660721535,0.0
120,-1.0,60.0,12.0,559577.2884610557,486429.4333268606,5830.569559611486,4763.674082774069,4.484776598212715,4.5209907358140855,1.0
121,-1.0,60.0,7.0,427358.3112736422,334936.4814874748,6755.301229868646,7039.609461846945,2.958386308200456,2.4566118919580013,0.0
122,-1.0,60.0,7.0,466994.65138225013,357659.95605006494,7345.265396002868,6733.419574132806,2.812059785955653,2.679250891618788,1.0
123,-1.0,75.0,10.0,526287.6327538879,352014.1806104629,6025.21656380073,6126.70595548023,4.385655629582322,3.561546507000754,1.0
124,-1.0,75.0,7.0,402305.26312006684,287936.6925924735,7845.573862607593,7463.219399818998,2.2490070462239133,2.102486666000456,1.0
125,-1.0,90.0,10.0,515968.11612397316,349841.200981245,6105.7376633981785,6042.2315448902955,4.278731708710081,3.574470665657236,1.0
126,-1.0,90.0,5.0,412270.81291589607,267821.40512826876,7674.370061890631,7827.474975905898,2.316903079742613,1.7488155051667134,1.0
127,-1.0,90.0,7.0,463294.8693374293,321129.1745046102,6927.83430458905,6837.384411507151,3.336473077929829,2.700992855749591,1.0
